"id","available_since","inserted_at","partner_end_user_id","schema_version"
"72","2025-01-17 00:37:36.584649","2025-01-17 00:37:36.584649","c1cd10f8-4f74-4017-8146-612de8fe18d6","1"
"73","2025-01-22 20:37:20.155447","2025-01-22 20:37:20.155447","38035d0a-5a82-4808-8485-11d1a7545933","1"
"74","2025-01-09 06:13:26.040306","2025-01-09 06:13:26.040306","1fca513d-5db4-40e1-9ee5-3577fa5daac7","1"
"75","2025-01-04 16:46:33.974350","2025-01-04 16:46:33.974350","e1170819-0a9b-46f7-a58a-422658a65fb5","1"
"76","2025-01-11 00:41:21.320868","2025-01-11 00:41:21.320868","d61101ff-7ada-46b2-b025-42fe144a8c4f","1"
"77","2025-01-02 07:43:26.990158","2025-01-02 07:43:26.990158","4b89aef5-873d-4f2f-a6e7-77aa8e1d65dd","1"
"78","2025-01-02 12:01:26.340459","2025-01-02 12:01:26.340459","2ad57e6e-3fa1-4a38-929f-3015e7942147","1"
"79","2025-01-12 10:26:42.903889","2025-01-12 10:26:42.903889","db1ebf73-9a1e-4d43-9699-b9920224cac3","1"
"80","2025-01-03 09:26:56.799816","2025-01-03 09:26:56.799816","12600c3b-db76-465d-b291-27238a0dd471","1"
"81","2025-01-10 12:22:29.831228","2025-01-10 12:22:29.831228","96fadb74-4df2-448d-83a1-f22c0015d888","1"
"82","2025-01-16 03:39:00.790741","2025-01-16 03:39:00.790741","8a8d3894-613f-434c-8037-f01b1601cb35","1"
"83","2025-01-12 12:34:47.762383","2025-01-12 12:34:47.762383","2a58ef1d-a7a4-4a83-8e14-5147df0247be","1"
"84","2025-01-05 17:04:40.996368","2025-01-05 17:04:40.996368","9ca2c165-bdb6-49b4-ab01-e7e28ec63e1d","1"
"85","2025-01-20 11:25:05.796392","2025-01-20 11:25:05.796392","db6945fa-a781-45d8-ad30-5c89c0a10430","1"
"86","2025-01-03 11:38:49.281362","2025-01-03 11:38:49.281362","402b9869-9a82-46ee-bcce-06b467f4a4f2","1"
"87","2025-01-14 07:54:34.857663","2025-01-14 07:54:34.857663","c21c5494-5e35-4e05-852e-99efa2cc282b","1"
"88","2025-01-18 00:06:27.842543","2025-01-18 00:06:27.842543","14e71928-a133-4f3a-b7d9-6158b555d73c","1"
"89","2025-01-03 02:05:40.056113","2025-01-03 02:05:40.056113","35e88264-5b16-4940-af80-71efcada6c0b","1"
"90","2025-01-23 10:58:13.827685","2025-01-23 10:58:13.827685","57cc6088-2dbd-4c5b-a818-1a21d4e59a22","1"
"91","2025-01-07 07:35:03.873498","2025-01-07 07:35:03.873498","64dcdef4-cc83-4730-8163-6080b5196b06","1"
"92","2025-01-03 18:15:13.632581","2025-01-03 18:15:13.632581","fc00320d-ec0e-40be-a85b-ed42b7e43fb6","1"
"93","2025-01-09 02:18:13.454307","2025-01-09 02:18:13.454307","46525c0c-b15f-41a2-addd-8109d6e23ec1","1"
"94","2025-01-08 09:26:45.591381","2025-01-08 09:26:45.591381","26684c22-70fd-4b49-a68c-34177b58dd03","1"
"95","2025-01-16 10:16:15.318836","2025-01-16 10:16:15.318836","8a967cc2-c613-4358-9d37-64673503fd7a","1"
"96","2025-01-21 05:18:37.818932","2025-01-21 05:18:37.818932","0b125d30-2710-4fd7-aba9-b32458234735","1"
"97","2025-01-10 23:56:57.093505","2025-01-10 23:56:57.093505","3d7870f0-4c36-4fb6-a984-8d9be0617c33","1"
"98","2025-01-12 03:05:54.426684","2025-01-12 03:05:54.426684","7febe60a-1fa2-4ce7-b4a2-c1caddc8f5b1","1"
"99","2025-01-18 23:52:15.562529","2025-01-18 23:52:15.562529","b92f7ce3-613e-41ff-97eb-12c0fcb72c05","1"
"100","2025-01-15 07:14:18.043156","2025-01-15 07:14:18.043156","56c6f72b-828c-432f-9127-dff2b6385ef6","1"
"101","2025-01-01 13:01:47.929881","2025-01-01 13:01:47.929881","3701b279-fb10-459f-a387-c8738e3f824a","1"
"102","2025-01-13 14:58:55.811000","2025-01-13 14:58:55.811000","3c80cbbc-d043-4adb-8feb-c34f733a6816","1"
"103","2025-01-05 08:05:49.571678","2025-01-05 08:05:49.571678","b6eb1cc9-81c5-46d2-93ab-7d4e04d96d7c","1"
"104","2025-01-13 19:21:28.265613","2025-01-13 19:21:28.265613","17627129-1f54-47e6-939b-5e8fc7959c4a","1"
"105","2025-01-03 06:01:00.451307","2025-01-03 06:01:00.451307","ab42d314-1b24-48ba-9706-ae682f5037a2","1"
"106","2025-01-17 23:14:05.101888","2025-01-17 23:14:05.101888","98b1aff2-aade-44bf-8c43-e218b898192f","1"
"107","2025-01-22 19:34:24.034478","2025-01-22 19:34:24.034478","a12d8d6c-2fe9-45a4-a1e8-cd2583f97737","1"
"108","2025-01-03 10:13:34.669458","2025-01-03 10:13:34.669458","041920c2-8e25-440a-85c1-084786120888","1"
"109","2025-01-04 11:09:50.972385","2025-01-04 11:09:50.972385","825781d4-0cf1-4fb0-a6bd-6c700640cd04","1"
"110","2025-01-02 12:53:34.347777","2025-01-02 12:53:34.347777","9a5513c2-cdb4-4fb2-b40f-9192537c3e90","1"
"111","2025-01-13 15:12:30.764945","2025-01-13 15:12:30.764945","6bf97566-1a0b-4923-b2fc-96ca37b69b79","1"
"112","2025-01-13 14:18:19.583581","2025-01-13 14:18:19.583581","163c1742-71d0-4b3b-a118-cc0e91ff8c0e","1"
"113","2025-01-20 05:04:27.165207","2025-01-20 05:04:27.165207","e207c12d-74e0-4de6-b990-6bb059bbe3fa","1"
"114","2025-01-15 07:40:47.964823","2025-01-15 07:40:47.964823","4924058f-9efd-492e-a027-93463b6a7cb9","1"
"115","2025-01-09 15:58:07.796345","2025-01-09 15:58:07.796345","86ab03a2-a21b-4f88-bc41-23faddf961dc","1"
"116","2025-01-02 07:20:09.763810","2025-01-02 07:20:09.763810","9ad40403-4cea-4c06-ba10-b00dcc5a31d6","1"
"117","2025-01-19 08:47:37.807103","2025-01-19 08:47:37.807103","226a4f1a-e157-4dde-95f1-c431a4552ba0","1"
"118","2025-01-15 11:02:05.272697","2025-01-15 11:02:05.272697","180fadbd-a9a1-4fba-8fcd-52d425fcc302","1"
"119","2025-01-15 12:43:35.982379","2025-01-15 12:43:35.982379","98cd9ff8-1b98-4c60-bc1e-e974a70a34ba","1"
"120","2025-01-20 07:59:30.304756","2025-01-20 07:59:30.304756","55ca426a-89f2-47e4-b859-b0578686d7dd","1"
"121","2025-01-09 05:15:43.311905","2025-01-09 05:15:43.311905","50b46b90-4940-4df6-96c1-6a415070fc6a","1"
"122","2025-01-18 09:32:41.559574","2025-01-18 09:32:41.559574","7d06f079-fd3b-429d-b1ea-4b52051fe9e9","1"
"123","2025-01-01 18:01:00.194862","2025-01-01 18:01:00.194862","36867e89-75e9-47ee-9190-2383846e10d1","1"
"124","2025-01-21 18:21:32.266511","2025-01-21 18:21:32.266511","277e1bf9-d1f6-4af4-ab56-b8e0f74a36ee","1"
"125","2025-01-22 00:37:15.899772","2025-01-22 00:37:15.899772","c07b1874-e0ad-4676-a19f-21d0c05142f7","1"
"126","2025-01-10 20:36:40.203748","2025-01-10 20:36:40.203748","ed1445f7-f38f-478d-99fb-88dcca2b4fac","1"
"127","2025-01-02 23:50:38.604997","2025-01-02 23:50:38.604997","6bf03e81-9e65-4168-996f-0f8579cb6630","1"
"128","2025-01-22 14:49:50.668970","2025-01-22 14:49:50.668970","66c69095-3c28-427c-a477-69c0867846e0","1"
"129","2025-01-06 22:21:27.742295","2025-01-06 22:21:27.742295","3742c627-d1b8-495f-87ef-ae204d8b413d","1"
"130","2025-01-01 18:23:43.487961","2025-01-01 18:23:43.487961","da72879a-fc8e-479d-8489-36b8bb76fc53","1"
"131","2025-01-19 09:51:19.613318","2025-01-19 09:51:19.613318","b92783a6-c38a-45c8-9118-6ac2d4206954","1"
"132","2025-01-17 05:30:12.465398","2025-01-17 05:30:12.465398","27475200-31ce-46c1-9b15-3a11966f220c","1"
"133","2025-01-18 06:38:52.042198","2025-01-18 06:38:52.042198","d54edf9f-360f-4da3-bcd7-b2e2d2aed083","1"
"134","2025-01-01 09:09:15.841597","2025-01-01 09:09:15.841597","ed146623-25af-48e8-be58-2cf65692c5b0","1"
"135","2025-01-22 07:57:16.113580","2025-01-22 07:57:16.113580","5cfabbc4-3e98-4cf2-bd21-afffee6e61f2","1"
"136","2025-01-12 07:40:40.097327","2025-01-12 07:40:40.097327","a0c94893-e2c8-4fb1-9db8-2793d78f2549","1"
"137","2025-01-15 15:41:47.567343","2025-01-15 15:41:47.567343","40aa3561-b802-4722-8ec8-3c283f388622","1"
"138","2025-01-03 19:56:47.152146","2025-01-03 19:56:47.152146","7675a089-d58f-43ff-b388-41dc66e4bc8c","1"
"139","2025-01-23 09:29:44.946366","2025-01-23 09:29:44.946366","0a8604b6-0e55-43cd-b5f4-4758fd8bf2c2","1"
"140","2025-01-19 16:11:11.060217","2025-01-19 16:11:11.060217","cb0c6a42-69f9-4113-b321-75c09c784dbc","1"
"141","2025-01-07 21:18:59.620187","2025-01-07 21:18:59.620187","a2bcf403-bfca-4ee3-b97a-558213a59990","1"
"142","2025-01-09 05:50:51.822486","2025-01-09 05:50:51.822486","07ffdc23-a6bf-48dc-bfb6-8e18349a9be6","1"
"143","2025-01-07 18:40:01.612636","2025-01-07 18:40:01.612636","e3156e7b-1c5a-4ac1-81cf-d896b8f509b1","1"
"144","2025-01-16 21:08:06.372001","2025-01-16 21:08:06.372001","2efb8c71-6c60-4ede-8a6a-b66838e9d90e","1"
"145","2025-01-20 06:43:55.426332","2025-01-20 06:43:55.426332","719dfa93-eeb2-4211-be44-7923c085875f","1"
"146","2025-01-04 07:16:55.268789","2025-01-04 07:16:55.268789","9b751dce-b2ce-4b35-8076-5491393f801b","1"
"147","2025-01-02 13:21:47.494235","2025-01-02 13:21:47.494235","edc7699a-78f9-437e-bb5d-9074e4cdf0b3","1"
"148","2025-01-05 17:08:32.950966","2025-01-05 17:08:32.950966","514d4fb8-80f8-4ff1-b1cb-88267dea244d","1"
"149","2025-01-13 02:38:19.066611","2025-01-13 02:38:19.066611","2946d499-5c2f-46de-b916-92a9ad9aefd6","1"
"150","2025-01-19 07:34:34.134672","2025-01-19 07:34:34.134672","67b79b32-42aa-4932-9c49-28efced3337c","1"
"151","2025-01-11 19:11:44.434647","2025-01-11 19:11:44.434647","ccc8cd4c-98fc-41e2-aecb-575dd4b3f6ed","1"
"152","2025-01-17 19:34:42.781469","2025-01-17 19:34:42.781469","0a106a88-23e7-4c1f-bdeb-ecb0118edbbc","1"
"153","2025-01-06 01:19:58.690429","2025-01-06 01:19:58.690429","21258d92-f235-42d6-8efc-d0e16318dfaf","1"
"154","2025-01-23 02:24:27.353728","2025-01-23 02:24:27.353728","552802f2-a31f-4015-bf28-012bd2659763","1"
"155","2025-01-06 03:35:40.570663","2025-01-06 03:35:40.570663","30dff1cb-90ff-42ee-aa55-a2f50defdd0e","1"
"156","2025-01-07 09:27:09.296043","2025-01-07 09:27:09.296043","7b531d0d-363a-4d89-8cd7-f8b97edbb0fd","1"
"157","2025-01-08 07:48:38.142660","2025-01-08 07:48:38.142660","b29b6d7e-b506-4210-9805-5c20b96ac6e6","1"
"158","2025-01-01 17:18:45.488734","2025-01-01 17:18:45.488734","6c03b306-8216-4d62-91fe-4463aca1a6f7","1"
"159","2025-01-17 15:09:37.811147","2025-01-17 15:09:37.811147","3fa8ce2d-af83-4137-b0cf-6489493812a2","1"
"160","2025-01-14 23:57:34.800622","2025-01-14 23:57:34.800622","f4ccf951-aa0d-46fc-b8e7-4cf53012c78e","1"
"161","2025-01-13 02:49:03.301060","2025-01-13 02:49:03.301060","a57280fe-0e14-4b89-b9e9-a451bcf75d54","1"
"162","2025-01-21 05:24:16.002714","2025-01-21 05:24:16.002714","6393fe27-e74f-44ea-a8c0-6abee48cda68","1"
"163","2025-01-13 20:57:51.925273","2025-01-13 20:57:51.925273","877bbf97-38b2-4850-9391-008f5e15b902","1"
"164","2025-01-05 15:47:13.440154","2025-01-05 15:47:13.440154","06cf7c09-8db6-410e-b9df-bc0ad02d4f6c","1"
"165","2025-01-16 10:31:13.810922","2025-01-16 10:31:13.810922","c91c42b8-4e92-4511-9aa2-499a1d466649","1"
"166","2025-01-21 23:50:22.637514","2025-01-21 23:50:22.637514","2cf65cc2-eea1-4ccb-a7e4-4023b8b34831","1"
"167","2025-01-07 14:25:26.765730","2025-01-07 14:25:26.765730","d56d343a-792c-4421-bed6-0f1c83c11024","1"
"168","2025-01-04 12:20:07.940858","2025-01-04 12:20:07.940858","19873a65-81bf-400c-9d54-f396af9e2859","1"
"169","2025-01-14 23:36:11.662186","2025-01-14 23:36:11.662186","3421ce0e-b62b-4980-b85e-808c4d733564","1"
"170","2025-01-02 12:32:22.414386","2025-01-02 12:32:22.414386","ab560fdf-4535-46dd-875f-b972bae276a4","1"
"171","2025-01-10 07:59:41.946011","2025-01-10 07:59:41.946011","602ea2c8-d503-4df7-b9f6-c8c4d4625ffe","1"
"172","2025-01-03 19:24:59.653181","2025-01-03 19:24:59.653181","907f10a5-dd6f-4c3b-9ba6-63824ce71702","1"
"173","2025-01-17 10:10:52.020917","2025-01-17 10:10:52.020917","dd4d4259-3c71-4eab-8671-8e847f6821e9","1"
"174","2025-01-21 04:35:58.796046","2025-01-21 04:35:58.796046","6cb02531-74d7-40fe-98dd-0a642d5c9717","1"
"175","2025-01-10 04:16:30.854189","2025-01-10 04:16:30.854189","355ac6e3-1d4d-486e-82fe-13a26fd5b188","1"
"176","2025-01-06 15:08:12.069249","2025-01-06 15:08:12.069249","a5f8fee1-e664-4141-906d-6be26521cc81","1"
"177","2025-01-21 06:31:32.814036","2025-01-21 06:31:32.814036","8f45483c-e15f-4745-bdae-d06778150d11","1"
"178","2025-01-21 07:11:37.028039","2025-01-21 07:11:37.028039","61415a31-6787-4e8e-9995-5a877a22cf67","1"
"179","2025-01-17 08:23:07.390131","2025-01-17 08:23:07.390131","3ace8ccd-d6b2-442e-8ca4-a1192ebbc199","1"
"180","2025-01-11 20:17:14.372847","2025-01-11 20:17:14.372847","e491a3d5-953c-4b27-8671-fded334ccad4","1"
"181","2025-01-17 14:54:30.646920","2025-01-17 14:54:30.646920","8431c9a3-09a6-4f1c-9fe6-a55ea4e58f5c","1"
"182","2025-01-22 14:56:20.556827","2025-01-22 14:56:20.556827","1ea151e0-9172-4877-a10b-b6256c4ecc71","1"
"183","2025-01-06 22:44:26.345359","2025-01-06 22:44:26.345359","137ebcdc-ea85-458f-8d16-1e1a0eb8734f","1"
"184","2025-01-12 16:45:46.501388","2025-01-12 16:45:46.501388","48fa2da2-512f-43c9-84fd-bef9dec26276","1"
"185","2025-01-13 23:06:56.570201","2025-01-13 23:06:56.570201","3a788fb2-c8e7-4a7e-9223-3b396413a28c","1"
"186","2025-01-09 00:46:20.406609","2025-01-09 00:46:20.406609","825a77f2-105c-4f27-94bd-07a14a2d7354","1"
"187","2025-01-18 07:38:18.222455","2025-01-18 07:38:18.222455","97ff782c-bdad-46ef-afbd-8b0fa1e3503c","1"
"188","2025-01-11 01:37:03.606770","2025-01-11 01:37:03.606770","df92a4ca-06d8-4446-88f5-5489002c64ae","1"
"189","2025-01-10 05:46:57.598803","2025-01-10 05:46:57.598803","858f7624-b5fb-47d9-b5a5-25e15a6a30d7","1"
"190","2025-01-22 23:29:53.159916","2025-01-22 23:29:53.159916","bffecdba-a3ff-4c02-ab47-5f90e36fa612","1"
"191","2025-01-17 19:55:47.067946","2025-01-17 19:55:47.067946","4b23b5a3-a7f0-4fa7-a01d-929834f8b332","1"
"192","2025-01-12 20:00:49.624574","2025-01-12 20:00:49.624574","d4f95126-f15a-44ef-8173-ceb5023044f3","1"
"193","2025-01-03 14:17:46.273777","2025-01-03 14:17:46.273777","44dda6ea-1e44-4862-bb48-7bc8efd6af52","1"
"194","2025-01-12 12:48:40.136328","2025-01-12 12:48:40.136328","a685b84e-70f1-4998-9bd1-6869a01d0711","1"
"195","2025-01-07 06:01:59.255847","2025-01-07 06:01:59.255847","01181763-8532-46fc-9fe3-56a12110fe09","1"
"196","2025-01-19 18:41:39.734783","2025-01-19 18:41:39.734783","db67a41b-7210-4344-b709-e5f2f9f93581","1"
"197","2025-01-14 00:35:55.359253","2025-01-14 00:35:55.359253","a918ad3b-10b0-426e-958b-d40ffd4e9f56","1"
"198","2025-01-16 06:47:15.521187","2025-01-16 06:47:15.521187","9c4e2fd5-94d4-4f8b-9d81-e86d5b9e17f1","1"
"199","2025-01-19 12:27:54.256342","2025-01-19 12:27:54.256342","2e98abc3-f8f2-416d-841f-e82c8da27056","1"
"200","2025-01-15 04:23:16.315463","2025-01-15 04:23:16.315463","a0707707-49bd-4656-8a24-1530414fddba","1"
"201","2025-01-04 01:06:25.175808","2025-01-04 01:06:25.175808","a1aa2305-193b-4b19-b1d0-d5dc8590ff3b","1"
"202","2025-01-19 16:18:06.783344","2025-01-19 16:18:06.783344","ad927100-b62b-4581-a69c-9f832c4cf79f","1"
"203","2025-01-16 06:35:59.590426","2025-01-16 06:35:59.590426","a8c5701d-e9b4-4e8f-8abb-44c3f8045b67","1"
"204","2025-01-19 08:21:36.870155","2025-01-19 08:21:36.870155","da1b3b16-5951-4466-af41-c93c94363083","1"
"205","2025-01-02 11:08:01.369251","2025-01-02 11:08:01.369251","c6df036c-0e74-4429-b4ea-0e3d744e343a","1"
"206","2025-01-01 02:34:19.903805","2025-01-01 02:34:19.903805","84667581-fe5d-4194-b14c-5b9590a3c0b8","1"
"207","2025-01-20 02:12:50.627286","2025-01-20 02:12:50.627286","e558fc4d-5f80-409f-8916-7097b4286e43","1"
"208","2025-01-04 02:59:03.110798","2025-01-04 02:59:03.110798","dcf9e957-8cc4-454a-9fcb-2cbb9c102ad5","1"
"209","2025-01-13 04:57:40.813431","2025-01-13 04:57:40.813431","321b0b08-3893-4c4c-80df-0379776033bc","1"
"210","2025-01-04 08:06:39.944517","2025-01-04 08:06:39.944517","0c66e601-2670-4c49-9daa-130ecaa8020c","1"
"211","2025-01-21 00:44:22.538420","2025-01-21 00:44:22.538420","024f0b23-5e35-4c9d-a1d2-e36cffe0978f","1"
"212","2025-01-09 03:49:41.699059","2025-01-09 03:49:41.699059","e644ad70-261a-4330-86ad-8f615dfd373e","1"
"213","2025-01-08 07:47:32.184083","2025-01-08 07:47:32.184083","dbfe374f-41c1-4b25-a791-4cd657d5d9c7","1"
"214","2025-01-14 21:52:19.265621","2025-01-14 21:52:19.265621","113f19cf-198f-4e97-a54e-276d8c735ba4","1"
